CONCEPT_A	CONCEPT_B	OSM_URI_A	OSM_URI_B	QUESTION	VECTOR_MEASURE	TERM_MEASURE	CORPUS	INCLUDED_POS	PAIRS_AB	PAIRS_BA	HUMAN_SIM	MACHINE_SIM_AB	MACHINE_SIM_BA	MACHINE_SIM
airport	travelway	http://wiki.openstreetmap.org/wiki/Tag:aeroway%3Daerodrome	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	lch	Irish Indep	JJ	2	21	0.227272727	0.213825062	0.078562628	0.146193845
port	travelway	http://wiki.openstreetmap.org/wiki/Tag:waterway%3Ddock	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	lch	Irish Indep	JJ	3	21	0.090909091	0.195271217	0.078562628	0.136916923
road	travelway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Droad	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	lin	Irish Indep	JJ	4	21	0.909090909	0.09458881	0.023101596	0.058845203
highway	travelway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dprimary	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	lin	Irish Indep	JJ	5	21	0.818181818	0.070426685	0.037182502	0.053804594
path	travelway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	lin	Irish Indep	JJ	19	21	0.727272727	0.150576046	0.082138382	0.116357214
railway	travelway	http://wiki.openstreetmap.org/wiki/Key:railway	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	lin	Irish Indep	JJ	1	21	0.636363636	0.357838948	0.048320012	0.20307948
bridge	travelway	http://wiki.openstreetmap.org/wiki/Key:bridge	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	lin	Irish Indep	JJ	8	21	0.545454545	0.089295146	0.058784484	0.074039815
subway station	travelway	http://wiki.openstreetmap.org/wiki/Tag:public_transport%3Dstation	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	lin	Irish Indep	JJ	6	21	0.363636364	0.14251443	0.053159125	0.097836777
airport	travelway	http://wiki.openstreetmap.org/wiki/Tag:aeroway%3Daerodrome	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	lin	Irish Indep	JJ	2	21	0.227272727	0.055280805	0.010052195	0.0326665
port	travelway	http://wiki.openstreetmap.org/wiki/Tag:waterway%3Ddock	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	lin	Irish Indep	JJ	3	21	0.090909091	0.086080501	0.029430305	0.057755403
road	travelway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Droad	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	res	Irish Indep	JJ	4	21	0.909090909	0.17776275	0.04484825	0.1113055
highway	travelway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dprimary	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	res	Irish Indep	JJ	5	21	0.818181818	0.097671506	0.057064767	0.077368137
path	travelway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	res	Irish Indep	JJ	19	21	0.727272727	0.231442075	0.107640927	0.169541501
railway	travelway	http://wiki.openstreetmap.org/wiki/Key:railway	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	res	Irish Indep	JJ	1	21	0.636363636	0.371211533	0.063627109	0.217419321
bridge	travelway	http://wiki.openstreetmap.org/wiki/Key:bridge	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	res	Irish Indep	JJ	8	21	0.545454545	0.088601084	0.066283324	0.077442204
subway station	travelway	http://wiki.openstreetmap.org/wiki/Tag:public_transport%3Dstation	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	res	Irish Indep	JJ	6	21	0.363636364	0.144341914	0.059386555	0.101864234
airport	travelway	http://wiki.openstreetmap.org/wiki/Tag:aeroway%3Daerodrome	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	res	Irish Indep	JJ	2	21	0.227272727	0.040474543	0.013845725	0.027160134
port	travelway	http://wiki.openstreetmap.org/wiki/Tag:waterway%3Ddock	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	res	Irish Indep	JJ	3	21	0.090909091	0.058636438	0.026725942	0.04268119
road	travelway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Droad	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	wup	Irish Indep	JJ	4	21	0.909090909	0.485338713	0.137089341	0.311214027
highway	travelway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dprimary	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	wup	Irish Indep	JJ	5	21	0.818181818	0.237175942	0.141421429	0.189298685
path	travelway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	wup	Irish Indep	JJ	19	21	0.727272727	0.395027956	0.180629572	0.287828764
railway	travelway	http://wiki.openstreetmap.org/wiki/Key:railway	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	wup	Irish Indep	JJ	1	21	0.636363636	0.842105263	0.165371466	0.503738365
bridge	travelway	http://wiki.openstreetmap.org/wiki/Key:bridge	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	wup	Irish Indep	JJ	8	21	0.545454545	0.129944328	0.141021513	0.13548292
subway station	travelway	http://wiki.openstreetmap.org/wiki/Tag:public_transport%3Dstation	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	wup	Irish Indep	JJ	6	21	0.363636364	0.397314535	0.151234376	0.274274455
airport	travelway	http://wiki.openstreetmap.org/wiki/Tag:aeroway%3Daerodrome	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	wup	Irish Indep	JJ	2	21	0.227272727	0.22912022	0.08249867	0.155809445
port	travelway	http://wiki.openstreetmap.org/wiki/Tag:waterway%3Ddock	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	wup	Irish Indep	JJ	3	21	0.090909091	0.260145039	0.104089516	0.182117278
road	travelway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Droad	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	lesk	Irish Indep	JJ	0	0	0.909090909	0	0	0
highway	travelway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dprimary	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	lesk	Irish Indep	JJ	0	0	0.818181818	0	0	0
path	travelway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	lesk	Irish Indep	JJ	0	0	0.727272727	0	0	0
railway	travelway	http://wiki.openstreetmap.org/wiki/Key:railway	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	lesk	Irish Indep	JJ	0	0	0.636363636	0	0	0
bridge	travelway	http://wiki.openstreetmap.org/wiki/Key:bridge	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	lesk	Irish Indep	JJ	0	0	0.545454545	0	0	0
subway station	travelway	http://wiki.openstreetmap.org/wiki/Tag:public_transport%3Dstation	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	lesk	Irish Indep	JJ	0	0	0.363636364	0	0	0
airport	travelway	http://wiki.openstreetmap.org/wiki/Tag:aeroway%3Daerodrome	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	lesk	Irish Indep	JJ	0	0	0.227272727	0	0	0
port	travelway	http://wiki.openstreetmap.org/wiki/Tag:waterway%3Ddock	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	lesk	Irish Indep	JJ	0	0	0.090909091	0	0	0
road	travelway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Droad	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	path	Irish Indep	JJ	0	0	0.909090909	0	0	0
highway	travelway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dprimary	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	path	Irish Indep	JJ	0	0	0.818181818	0	0	0
path	travelway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	path	Irish Indep	JJ	0	0	0.727272727	0	0	0
railway	travelway	http://wiki.openstreetmap.org/wiki/Key:railway	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	path	Irish Indep	JJ	0	0	0.636363636	0	0	0
bridge	travelway	http://wiki.openstreetmap.org/wiki/Key:bridge	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	path	Irish Indep	JJ	0	0	0.545454545	0	0	0
subway station	travelway	http://wiki.openstreetmap.org/wiki/Tag:public_transport%3Dstation	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	path	Irish Indep	JJ	0	0	0.363636364	0	0	0
airport	travelway	http://wiki.openstreetmap.org/wiki/Tag:aeroway%3Daerodrome	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	path	Irish Indep	JJ	0	0	0.227272727	0	0	0
port	travelway	http://wiki.openstreetmap.org/wiki/Tag:waterway%3Ddock	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	path	Irish Indep	JJ	0	0	0.090909091	0	0	0
road	travelway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Droad	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	vector	Irish Indep	JJ	0	0	0.909090909	0	0	0
highway	travelway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dprimary	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	vector	Irish Indep	JJ	0	0	0.818181818	0	0	0
path	travelway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	vector	Irish Indep	JJ	0	0	0.727272727	0	0	0
railway	travelway	http://wiki.openstreetmap.org/wiki/Key:railway	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	vector	Irish Indep	JJ	0	0	0.636363636	0	0	0
bridge	travelway	http://wiki.openstreetmap.org/wiki/Key:bridge	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	vector	Irish Indep	JJ	0	0	0.545454545	0	0	0
subway station	travelway	http://wiki.openstreetmap.org/wiki/Tag:public_transport%3Dstation	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	vector	Irish Indep	JJ	0	0	0.363636364	0	0	0
airport	travelway	http://wiki.openstreetmap.org/wiki/Tag:aeroway%3Daerodrome	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	vector	Irish Indep	JJ	0	0	0.227272727	0	0	0
port	travelway	http://wiki.openstreetmap.org/wiki/Tag:waterway%3Ddock	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	vector	Irish Indep	JJ	0	0	0.090909091	0	0	0
road	travelway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Droad	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	vectorp	Irish Indep	JJ	0	0	0.909090909	0	0	0
highway	travelway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dprimary	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	vectorp	Irish Indep	JJ	0	0	0.818181818	0	0	0
path	travelway	http://wiki.openstreetmap.org/wiki/Tag:highway%3Dpath	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	vectorp	Irish Indep	JJ	0	0	0.727272727	0	0	0
railway	travelway	http://wiki.openstreetmap.org/wiki/Key:railway	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	vectorp	Irish Indep	JJ	0	0	0.636363636	0	0	0
bridge	travelway	http://wiki.openstreetmap.org/wiki/Key:bridge	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	vectorp	Irish Indep	JJ	0	0	0.545454545	0	0	0
subway station	travelway	http://wiki.openstreetmap.org/wiki/Tag:public_transport%3Dstation	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	vectorp	Irish Indep	JJ	0	0	0.363636364	0	0	0
airport	travelway	http://wiki.openstreetmap.org/wiki/Tag:aeroway%3Daerodrome	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	vectorp	Irish Indep	JJ	0	0	0.227272727	0	0	0
port	travelway	http://wiki.openstreetmap.org/wiki/Tag:waterway%3Ddock	http://wiki.openstreetmap.org/wiki/Key:highway	A4	com	vectorp	Irish Indep	JJ	0	0	0.090909091	0	0	0
ball park	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dpitch	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	hso	Irish Indep	JJ	42	10	0.909090909	0	0	0
sports arena	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dsports_centre	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	hso	Irish Indep	JJ	33	10	0.772727273	0	0	0
stadium	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	hso	Irish Indep	JJ	19	10	0.772727273	0	0	0
tennis court	athletic field	http://wiki.openstreetmap.org/wiki/Tag:sport%3Dtennis	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	hso	Irish Indep	JJ	13	10	0.636363636	0	0	0
commons	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dcommon	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	hso	Irish Indep	JJ	17	10	0.545454545	0	0	0
theater	athletic field	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dtheatre	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	hso	Irish Indep	JJ	12	10	0.454545455	0	0	0
building	athletic field	http://wiki.openstreetmap.org/wiki/Key:building	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	hso	Irish Indep	JJ	9	10	0.363636364	0	0	0
house	athletic field	http://wiki.openstreetmap.org/wiki/Tag:building%3Dhouse	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	hso	Irish Indep	JJ	17	10	0.181818182	0	0	0
museum	athletic field	http://wiki.openstreetmap.org/wiki/Tag:tourism%3Dmuseum	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	hso	Irish Indep	JJ	13	10	0.272727273	0	0	0
library	athletic field	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dlibrary	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	hso	Irish Indep	JJ	27	10	0	0	0	0
ball park	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dpitch	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	jcn	Irish Indep	JJ	42	10	0.909090909	0	0	0
sports arena	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dsports_centre	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	jcn	Irish Indep	JJ	33	10	0.772727273	0	0	0
stadium	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	jcn	Irish Indep	JJ	19	10	0.772727273	0	0	0
tennis court	athletic field	http://wiki.openstreetmap.org/wiki/Tag:sport%3Dtennis	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	jcn	Irish Indep	JJ	13	10	0.636363636	0	0	0
commons	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dcommon	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	jcn	Irish Indep	JJ	17	10	0.545454545	0	0	0
theater	athletic field	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dtheatre	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	jcn	Irish Indep	JJ	12	10	0.454545455	0	0	0
building	athletic field	http://wiki.openstreetmap.org/wiki/Key:building	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	jcn	Irish Indep	JJ	9	10	0.363636364	0	0	0
house	athletic field	http://wiki.openstreetmap.org/wiki/Tag:building%3Dhouse	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	jcn	Irish Indep	JJ	17	10	0.181818182	0	0	0
museum	athletic field	http://wiki.openstreetmap.org/wiki/Tag:tourism%3Dmuseum	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	jcn	Irish Indep	JJ	13	10	0.272727273	0	0	0
library	athletic field	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dlibrary	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	jcn	Irish Indep	JJ	27	10	0	0	0	0
ball park	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dpitch	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	lch	Irish Indep	JJ	42	10	0.909090909	0	0	0
sports arena	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dsports_centre	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	lch	Irish Indep	JJ	34	10	0.772727273	0	0	0
stadium	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	lch	Irish Indep	JJ	19	10	0.772727273	0	0	0
tennis court	athletic field	http://wiki.openstreetmap.org/wiki/Tag:sport%3Dtennis	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	lch	Irish Indep	JJ	13	10	0.636363636	0	0	0
commons	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dcommon	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	lch	Irish Indep	JJ	18	10	0.545454545	0	0	0
theater	athletic field	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dtheatre	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	lch	Irish Indep	JJ	12	10	0.454545455	0	0	0
building	athletic field	http://wiki.openstreetmap.org/wiki/Key:building	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	lch	Irish Indep	JJ	9	10	0.363636364	0	0	0
house	athletic field	http://wiki.openstreetmap.org/wiki/Tag:building%3Dhouse	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	lch	Irish Indep	JJ	17	10	0.181818182	0	0	0
museum	athletic field	http://wiki.openstreetmap.org/wiki/Tag:tourism%3Dmuseum	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	lch	Irish Indep	JJ	13	10	0.272727273	0	0	0
library	athletic field	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dlibrary	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	lch	Irish Indep	JJ	31	10	0	0	0	0
ball park	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dpitch	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	lin	Irish Indep	JJ	42	10	0.909090909	0	0	0
sports arena	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dsports_centre	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	lin	Irish Indep	JJ	34	10	0.772727273	0	0	0
stadium	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	lin	Irish Indep	JJ	19	10	0.772727273	0	0	0
tennis court	athletic field	http://wiki.openstreetmap.org/wiki/Tag:sport%3Dtennis	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	lin	Irish Indep	JJ	13	10	0.636363636	0	0	0
commons	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dcommon	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	lin	Irish Indep	JJ	18	10	0.545454545	0	0	0
theater	athletic field	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dtheatre	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	lin	Irish Indep	JJ	12	10	0.454545455	0	0	0
building	athletic field	http://wiki.openstreetmap.org/wiki/Key:building	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	lin	Irish Indep	JJ	9	10	0.363636364	0	0	0
house	athletic field	http://wiki.openstreetmap.org/wiki/Tag:building%3Dhouse	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	lin	Irish Indep	JJ	17	10	0.181818182	0	0	0
museum	athletic field	http://wiki.openstreetmap.org/wiki/Tag:tourism%3Dmuseum	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	lin	Irish Indep	JJ	13	10	0.272727273	0	0	0
library	athletic field	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dlibrary	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	lin	Irish Indep	JJ	31	10	0	0	0	0
ball park	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dpitch	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	res	Irish Indep	JJ	42	10	0.909090909	0	0	0
sports arena	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dsports_centre	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	res	Irish Indep	JJ	34	10	0.772727273	0	0	0
stadium	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	res	Irish Indep	JJ	19	10	0.772727273	0	0	0
tennis court	athletic field	http://wiki.openstreetmap.org/wiki/Tag:sport%3Dtennis	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	res	Irish Indep	JJ	13	10	0.636363636	0	0	0
commons	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dcommon	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	res	Irish Indep	JJ	18	10	0.545454545	0	0	0
theater	athletic field	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dtheatre	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	res	Irish Indep	JJ	12	10	0.454545455	0	0	0
building	athletic field	http://wiki.openstreetmap.org/wiki/Key:building	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	res	Irish Indep	JJ	9	10	0.363636364	0	0	0
house	athletic field	http://wiki.openstreetmap.org/wiki/Tag:building%3Dhouse	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	res	Irish Indep	JJ	17	10	0.181818182	0	0	0
museum	athletic field	http://wiki.openstreetmap.org/wiki/Tag:tourism%3Dmuseum	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	res	Irish Indep	JJ	13	10	0.272727273	0	0	0
library	athletic field	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dlibrary	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	res	Irish Indep	JJ	31	10	0	0	0	0
ball park	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dpitch	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	wup	Irish Indep	JJ	42	10	0.909090909	0	0	0
sports arena	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dsports_centre	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	wup	Irish Indep	JJ	34	10	0.772727273	0	0	0
stadium	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	wup	Irish Indep	JJ	19	10	0.772727273	0	0	0
tennis court	athletic field	http://wiki.openstreetmap.org/wiki/Tag:sport%3Dtennis	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	wup	Irish Indep	JJ	13	10	0.636363636	0	0	0
commons	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dcommon	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	wup	Irish Indep	JJ	18	10	0.545454545	0	0	0
theater	athletic field	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dtheatre	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	wup	Irish Indep	JJ	12	10	0.454545455	0	0	0
building	athletic field	http://wiki.openstreetmap.org/wiki/Key:building	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	wup	Irish Indep	JJ	9	10	0.363636364	0	0	0
house	athletic field	http://wiki.openstreetmap.org/wiki/Tag:building%3Dhouse	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	wup	Irish Indep	JJ	17	10	0.181818182	0	0	0
museum	athletic field	http://wiki.openstreetmap.org/wiki/Tag:tourism%3Dmuseum	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	wup	Irish Indep	JJ	13	10	0.272727273	0	0	0
library	athletic field	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dlibrary	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	wup	Irish Indep	JJ	31	10	0	0	0	0
ball park	athletic field	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dpitch	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	B1	com	lesk	Irish Indep	JJ	42	10	0.909090909	0	0	0
